V1	V2	V3
Locus11757	0.370333783721353	NA	NA
Locus11758	0.409506042657062	NA	NA
Locus11760	0.0873483958789646	NA	NA
Locus11762	0.986436713662909	NA	NA
Locus1177	0.353393640551822	NA	NA
Locus11771	0.101425435230677	NA	NA
Locus11774	0.233572535050111	NA	NA
Locus1178	0.346363121330655	NA	NA
Locus11781	0.163649238049119	NA	NA
Locus11782	0.0186989397939096	NA	NA
Locus11784	0.7449141413081	NA	NA
Locus11786	0.539811221166124	NA	NA
Locus11788	0.645685031342403	NA	NA
Locus11789	0.475972064601886	NA	NA
Locus11797	0.984108449714205	NA	NA
Locus118	0.561171326459668	NA	NA
Locus11800	0.604146338387898	NA	NA
Locus11804	0.072833904890304	NA	NA
Locus11812	0.210142355875207	NA	NA
Locus11815	0.0331608435560127	NA	NA
Locus1182	0.9657721225874	NA	NA
Locus11820	0.544397226494997	NA	NA
Locus11832	0.0934552064712175	NA	NA
Locus11834	0.00198491890844994	NA	NA
Locus11836	0.27062438124787	NA	NA
Locus11837	0.113372946955143	NA	NA
Locus11844	0.709622632839836	NA	NA
Locus11848	0.476145164753246	NA	NA
Locus1185	0.0815463422474346	NA	NA
Locus11850	0.0935508663237465	NA	NA
Locus11851	0.175535662602059	NA	NA
Locus11853	0.225470804450346	NA	NA
Locus11854	0.683134786530008	NA	NA
Locus11855	0.00472029619168298	NA	NA
Locus11856	0.0062867457675421	NA	NA
Locus11858	0.358854006604732	NA	NA
Locus1186	0.0639980704867422	NA	NA
Locus11860	0.0518663746511873	NA	NA
Locus11865	0.0696212955205828	NA	NA
Locus11868	0.125534916464725	NA	NA
Locus1187	0.538838903215197	NA	NA
Locus11870	0.00739845182517944	NA	NA
Locus11873	0.794278361160144	NA	NA
Locus11876	0.851748684706586	NA	NA
Locus11885	0.996221893660447	NA	NA
Locus11887	0.969349683863392	NA	NA
Locus11889	0.0164726565376819	NA	NA
Locus11893	0.294985413406334	NA	NA
Locus11903	0.0332310467808366	NA	NA
Locus11904	0.0145004401195879	NA	NA
Locus11907	0.678716656370416	NA	NA
Locus1191	0.996606963607089	NA	NA
Locus11911	0.774625518421397	NA	NA
Locus11912	0.170699695829373	NA	NA
Locus11917	0.627999770914151	NA	NA
Locus11920	0.0448562024136339	NA	NA
Locus11921	0.643156621704326	NA	NA
Locus1193	0.159818479885528	NA	NA
Locus11930	0.538039930208932	NA	NA
Locus11932	0.0477320237026094	NA	NA
Locus11933	0.00305003693241491	NA	NA
Locus11936	0.070946952717871	NA	NA
Locus11938	0.619314492307012	NA	NA
Locus1194	0.634628387702333	NA	NA
Locus11947	0.0350734006092283	NA	NA
Locus11948	0.368044597306483	NA	NA
Locus1195	0.717199230696887	NA	NA
Locus11951	0.608825643195236	NA	NA
Locus11954	0.177865058927911	NA	NA
Locus11955	0.324017707226296	NA	NA
Locus11956	0.0866942395824197	NA	NA
Locus11959	0.453405203584697	NA	NA
